Date,BAM,COP,ETN,NEE,OKE,PXD
8/8/2013,16.32,67.09,65.35,21.66,46.28,176.35
8/9/2013,16.14,66.83,65.62,21.57,45.9,175.62
8/12/2013,16.21,66.1,66.47,21.4,45.52,174.19
8/13/2013,16.04,66.9,66.94,21.28,45.1,174.06
8/14/2013,16.21,67.16,66.79,21.11,44.87,169.96
8/15/2013,15.69,67.62,65.24,20.75,43.99,169.15
8/16/2013,15.52,67.38,65.44,20.54,43.9,170.29
8/19/2013,15.19,65.83,64.83,20.39,44.02,166.36
8/20/2013,15.4,65.98,65.12,20.55,44.6,167.64
8/21/2013,15.24,65.52,65.47,20.2,44.51,166.78
8/22/2013,15.35,66.15,67,20.24,45.25,170.34
8/23/2013,15.31,66.55,66.89,20.35,45.46,172.2
8/26/2013,15.25,66.31,65.98,20.14,45.51,172.96
8/27/2013,15.07,66.02,64.04,20.27,45.34,171.1
8/28/2013,14.95,66.77,63.81,20.27,45.42,176.77
8/29/2013,15.05,66.16,63.99,20.14,45.6,173.78
8/30/2013,15.1,66.3,63.32,20.09,45.03,174.97
9/3/2013,15.11,66.79,63.08,19.94,44.74,179.8
9/4/2013,15.21,67.66,64.99,20.02,45.09,182
9/5/2013,15.46,67.77,65.44,19.99,44.8,182
9/6/2013,15.37,68.2,65.63,20,44.89,180.86
9/9/2013,15.54,68.87,66.75,20.06,45.45,182.21
9/10/2013,15.85,68.66,67.88,20.15,45.94,180.99
9/11/2013,15.88,69.16,68,19.9,45.02,186.36
9/12/2013,15.86,68.78,67.17,19.82,44.88,186.81
9/13/2013,15.78,69.19,67.33,19.81,44.75,184.83
9/16/2013,16.11,69.34,68.53,19.79,45.09,185
9/17/2013,16.22,69.7,68.22,19.75,45.7,184.6
9/18/2013,16.51,70.56,69.74,20.64,47.4,187.57
9/19/2013,16.52,70.84,70.79,20.68,47.21,185.81
9/20/2013,16.27,71,70.57,20.17,46.5,182.74
9/23/2013,16.32,70.58,69.49,20.31,46.88,182.8
9/24/2013,16.29,70.4,70.43,20.31,46.69,184.55
9/25/2013,16.2,70.32,70.4,20.08,46.68,186.13
9/26/2013,16.17,70.23,70.51,20.11,46.88,188.23
9/27/2013,16.06,70.31,69.69,20.02,46.43,188.78
9/30/2013,16.34,69.51,68.84,20.04,46.68,188.8
10/1/2013,16.46,70.04,68.99,20.02,46.9,194.46
10/2/2013,16.56,70.36,69.26,20.1,46.88,195.47
10/3/2013,16.36,70.17,68.23,19.86,46.66,197.03
10/4/2013,16.49,70.97,69.05,19.91,47.17,201.35
10/7/2013,16.47,70.88,67.21,19.84,46.59,196.02
10/8/2013,16.29,70.17,65.9,19.92,46.16,192.05
10/9/2013,16.31,69.77,65.65,20,46,190.01
10/10/2013,16.82,71.08,67.92,20.35,47.58,192.71
10/11/2013,16.8,71.71,69.3,20.44,48.1,195
10/14/2013,17.01,71.96,68.95,20.27,48.19,195.01
10/15/2013,16.7,71.89,66.94,20.05,47.43,199.72
10/16/2013,17.06,72.96,66.79,20.38,47.48,211.86
10/17/2013,17.32,73.41,67.33,20.75,48.04,215.78
10/18/2013,17.47,73.43,68.73,20.89,48.12,224.95
10/21/2013,17.43,73.05,68.38,20.95,48.08,220.16
10/22/2013,17.62,73.26,69.02,21.25,48.82,208.51
10/23/2013,17.6,72.39,67.77,21.27,49.07,205.02
10/24/2013,17.66,73.39,68.5,21.29,49.32,209.88
10/25/2013,17.77,74.06,71.64,21.49,49.37,210.77
10/28/2013,17.5,73.89,70.55,21.29,49.72,206.87
10/29/2013,17.48,74.34,71.31,21.5,50.23,213.67
10/30/2013,17.32,73.25,71.29,21.4,49.75,208.9
10/31/2013,17.29,73.33,70.56,21.19,49.46,204.78
11/1/2013,17.35,73.09,70.67,22.04,49.38,205.29
11/4/2013,17.46,73.33,70.62,22.02,50,213.41
11/5/2013,17.43,72.57,70.06,21.82,49.08,210.36
11/6/2013,17.46,73.9,70.21,22.09,50.62,198.55
11/7/2013,17.28,72.51,68.92,21.75,49.91,186.16
11/8/2013,17.07,73.69,70.6,21.78,50.69,189.83
11/11/2013,17.21,73.56,70.99,21.64,50.62,188.38
11/12/2013,17.19,72.82,71.9,21.41,49.94,182.75
11/13/2013,17.17,73.34,72.45,21.53,50.13,195.44
11/14/2013,17.46,73.68,72.3,21.88,50.21,195.36
11/15/2013,17.62,73.3,72.3,22.14,50.6,194.55
11/18/2013,17.46,72.31,72.07,22.27,50.4,186.04
11/19/2013,17.41,72.26,71.29,21.83,49.97,183.4
11/20/2013,17.28,72.25,70.89,21.56,50.02,183.13
11/21/2013,17.12,73.34,72.54,21.65,50.36,186.72
11/22/2013,17.25,74.02,73,21.65,51.61,186.68
11/25/2013,17.11,72.81,72.77,21.53,51.89,181.04
11/26/2013,16.97,72.93,72.83,21.28,51.47,183.54
11/27/2013,16.94,72.62,72.85,21.24,51.28,178.91
11/29/2013,16.97,72.8,72.66,21.15,50.84,177.75
12/2/2013,16.86,72.57,71.89,20.98,50.14,178.11
12/3/2013,16.76,72.47,71.16,21.01,52.1,181.4
12/4/2013,16.74,71.41,70.3,21.05,52.63,185.27
12/5/2013,16.71,70.84,71.32,20.9,51.92,184.44
12/6/2013,16.89,70.77,72.42,21.16,52.25,177.21
12/9/2013,16.88,70.44,72.3,21.03,51.62,177.44
12/10/2013,16.73,70.31,72.09,20.71,51.41,178.66
12/11/2013,16.48,69.11,70.96,20.6,51.05,176.43
12/12/2013,16.35,69.48,70.57,20.69,51.34,179.08
12/13/2013,16.37,69.43,70.97,20.68,51.35,179.75
12/16/2013,16.4,69.79,72.87,20.72,51.38,179.52
12/17/2013,16.31,69.06,73.45,20.66,51.64,182.43
12/18/2013,16.56,69.4,75,20.92,52.07,183.95
12/19/2013,16.55,69.08,74.48,20.93,51.74,187.55
12/20/2013,16.52,69.88,75.72,21.21,52.31,187.29
12/23/2013,16.59,69.56,75.44,21.18,52.19,185.19
12/24/2013,16.63,69.93,75.73,21.18,52.54,183.84
12/26/2013,16.76,70.19,76.58,21.15,52.61,186.32
12/27/2013,16.76,70.39,76.75,21.18,53.3,187.58
12/30/2013,16.91,69.91,76.01,21.26,53.66,181.7
12/31/2013,16.96,70.65,76.12,21.41,54.44,184.07
1/2/2014,16.87,69.78,75.49,21.06,53.56,176.53
1/3/2014,16.94,69.96,75.71,21.09,53.68,176.05
1/6/2014,16.83,70.26,75.38,21.1,54.1,174.06
1/7/2014,16.52,70.37,75.54,21.26,54.7,175.17
1/8/2014,16.41,69.69,75.28,21.32,55.21,175.37
1/9/2014,16.27,69.46,75.55,21.51,55.5,171.52
1/10/2014,16.35,68.87,76.32,21.81,56.34,169.75
1/13/2014,16.34,67.74,74.07,21.67,55.43,164.78
1/14/2014,16.38,68.32,75.7,21.68,56.45,172.17
1/15/2014,16.51,68.08,76.44,21.7,56.78,172.96
1/16/2014,16.53,67.83,76.54,21.89,58.28,175.52
1/17/2014,16.54,67.51,76.85,21.92,58.77,174.7
1/21/2014,16.46,68.26,77.67,22.26,59.64,179.73
1/22/2014,16.52,68.37,77.19,22.22,59.56,183.99
1/23/2014,16.65,67.85,75.94,22.2,58.94,179.74
1/24/2014,16.43,66.57,73.13,21.77,57.22,172.73
1/27/2014,16.18,65.86,72.79,21.72,57.32,171.27
1/28/2014,16.31,66.21,73.55,22.2,57.92,174.49
1/29/2014,16,65.82,73.48,22.19,58.45,167.69
1/30/2014,16.43,65.75,73.91,22.74,58.77,172.39
1/31/2014,16.58,64.95,73.09,22.98,59.96,169.32
2/3/2014,16.35,63.86,70.27,22.81,57.92,165.21
2/4/2014,16.23,63.71,68.65,22.54,60.67,171.91
2/5/2014,16.05,63.46,69.1,22.34,59.37,174.95
2/6/2014,16.28,64.3,69.07,22.45,59,180.18
2/7/2014,16.38,64.97,70.62,22.65,59.08,185.06
2/10/2014,16.54,64.58,69.54,22.84,58.85,186.93
2/11/2014,16.7,65.57,70.01,23,59.29,180.66
2/12/2014,16.94,65.22,71.1,23.05,59.86,180.17
2/13/2014,17,64.71,71.55,23.21,60.05,179.5
2/14/2014,17.21,65.53,72.72,23.32,59.96,185.3
2/18/2014,17.42,65.37,72.47,23.34,60.67,189.88
2/19/2014,17.55,65,72.13,23.11,60.85,188.04
2/20/2014,17.53,64.92,72.97,23.11,60.98,189.6
2/21/2014,17.48,64.68,73.5,23.14,60.71,187.08
2/24/2014,17.77,66.42,74.98,22.95,61.23,194.74
2/25/2014,17.57,66.52,75.36,22.91,58.81,193.4
2/26/2014,17.51,66.13,75.78,22.62,59.04,191.83
2/27/2014,17.59,66.25,75.45,22.65,58.98,195
2/28/2014,17.71,66.5,74.71,22.85,59.14,201.18
3/3/2014,17.76,66.31,73.47,22.57,58.87,202.49
3/4/2014,17.77,66.5,73.88,22.92,59.68,204.51
3/5/2014,17.9,66.3,74.4,22.66,59.37,198.87
3/6/2014,17.74,66.39,75.34,22.69,59.21,198.32
3/7/2014,17.64,66.51,76.15,22.95,58.96,196
3/10/2014,17.54,66.89,74.87,22.8,58.78,194.92
3/11/2014,17.54,66.53,74.53,22.74,58.15,188.58
3/12/2014,17.59,66.54,73.8,23.05,58.68,186.68
3/13/2014,17.34,66.32,72.55,23.45,58.33,182.89
3/14/2014,17.27,66.6,71.27,23.57,58.8,186.27
3/17/2014,17.3,67.29,72.4,23.7,59.59,185.57
3/18/2014,17.39,68.1,73.33,23.62,60.23,188.1
3/19/2014,17.17,67.5,72.06,23.33,59.5,185.47
3/20/2014,17.12,67.9,72.77,23.39,59.41,184.54
3/21/2014,17.19,67.48,72.65,23.64,59.43,186.09
3/24/2014,17.21,67.56,72.68,23.52,58.54,181.85
3/25/2014,17.27,68.39,73.93,23.64,58.4,180.94
3/26/2014,17.41,68.6,72.98,23.47,57.78,179.91
3/27/2014,17.41,69.29,73.3,23.65,58.4,185.44
3/28/2014,17.68,70.35,74.23,23.68,58.49,188.85
3/31/2014,17.84,70.35,75.12,23.91,59.25,187.14
4/1/2014,17.93,70.31,75.77,23.72,59.14,185.71
4/2/2014,18.01,70.89,76.67,23.51,59.87,193.13
4/3/2014,17.93,70.2,77.02,23.65,59.63,192.78
4/4/2014,17.92,70.22,75.57,23.75,59.77,188.95
4/7/2014,17.84,69.48,73.39,23.48,58.48,181.6
4/8/2014,18.14,70.07,73.38,24.13,58.75,185.89
4/9/2014,18.12,71.54,74.79,24.11,59.56,188.39
4/10/2014,17.92,69.71,72.84,23.94,58.61,183.62
4/11/2014,18.1,70.87,70.92,23.79,58.51,186.27
4/14/2014,18.28,71.51,71.03,24.03,58.92,190.9
4/15/2014,18.31,72.94,71.89,24.31,59.41,195.75
4/16/2014,18.44,73.78,72.95,24.48,60.82,200.31
4/17/2014,18.38,74.77,73.82,24.15,61.03,203.31
4/21/2014,18.36,74.6,73.93,24.17,61.7,199.99
4/22/2014,18.27,74.17,74.43,24.09,62.49,198.11
4/23/2014,18.06,74.02,74.38,24.12,62.21,197.32
4/24/2014,18.17,74.49,74.96,24.17,62.2,197.32
4/25/2014,17.9,74.4,73.95,24.42,62.69,192.03
4/28/2014,18.05,74.65,74.5,24.32,62.42,191.36
4/29/2014,18.24,74.68,72.15,24.49,62.8,196.08
4/30/2014,18.37,74.31,72.64,24.96,63.22,193.27
5/1/2014,18.4,75.03,73.14,24.99,63.29,193.11
5/2/2014,18.43,76.52,72.86,24.5,63.18,196.13
5/5/2014,18.31,76.89,72.83,24.49,63.73,198.25
5/6/2014,18.29,77.08,72.37,24.47,63.2,198.12
5/7/2014,18.46,78.11,72.5,24.82,64.61,208.2
5/8/2014,18.76,77.01,71.92,24.62,62.94,203
5/9/2014,18.76,77.64,71.62,24.23,61.89,201.03
5/12/2014,18.75,78.41,73.04,23.95,62.12,204.35
5/13/2014,18.87,78.64,73.2,24.02,61.88,205.22
5/14/2014,19.06,78.53,72.74,24.15,63.11,204.81
5/15/2014,19.24,78.11,72.39,24.07,62.59,202.3
5/16/2014,19.32,78.06,72.21,24.15,62.5,202.52
5/19/2014,19.44,78.43,72.64,23.68,62.2,202.86
5/20/2014,19.27,78.54,72.09,24.08,63.21,200.77
5/21/2014,19.39,78.53,72.94,24.07,63.71,204.74
5/22/2014,19.32,78.46,73.3,24.16,64.35,202.81
5/23/2014,19.44,78.43,73.72,24.12,64.81,202.31
5/27/2014,19.32,79.04,74.26,24.13,64.8,203.52
5/28/2014,19.11,79.57,73.98,24.34,64.85,202.96
5/29/2014,18.97,79.55,74.03,24.14,64.6,210.15
5/30/2014,18.8,79.94,73.69,24.34,64.49,210.16
6/2/2014,18.91,79.48,73.6,24.3,64.46,209.28
6/3/2014,19.08,79.82,73.54,24.29,64.48,214.3
6/4/2014,19.05,79.8,73.38,24.33,64.95,214.53
6/5/2014,18.94,80.05,73.56,24.44,65.55,215.01
6/6/2014,19.02,80.84,74.89,24.36,65.89,218.93
6/9/2014,19.14,80.85,75.56,24.1,65.68,220.47
6/10/2014,19.11,81.63,75.15,23.95,65.26,219.2
6/11/2014,18.85,81.95,75.26,23.73,64.77,223.79
6/12/2014,18.76,82.86,74.93,23.91,64.62,223
6/13/2014,18.82,83.08,75.16,24.2,65.15,226.95
6/16/2014,18.74,83.69,75.82,24.29,65.32,227.38
6/17/2014,18.8,83.75,76.16,24.44,64.51,226.47
6/18/2014,18.87,84.24,76.59,24.92,64.38,228.5
6/19/2014,18.74,84.77,76.83,25.04,64.46,229.97
6/20/2014,18.86,85.36,77.56,25,66.34,232.3
6/23/2014,18.86,86.1,79.24,24.91,67.02,232.77
6/24/2014,18.77,84.8,77.46,25.18,67.13,221.65
6/25/2014,18.79,85.62,76.99,25.44,68.02,233.07
6/26/2014,18.9,85.96,76.97,25.35,67.62,228.16
6/27/2014,19.2,86,77.26,25.4,67.52,226.29
6/30/2014,19.23,85.73,77.18,25.62,68.08,229.81
7/1/2014,19.33,86.11,77.36,25.36,68.29,228.75
7/2/2014,19.3,85.86,77.6,24.93,67.75,224.55
7/3/2014,19.17,86.4,78.29,24.56,67.61,224.98
7/7/2014,19.21,86.1,78.45,24.62,66.33,223.13
7/8/2014,19.17,86.04,77.43,24.73,66.78,224.01
7/9/2014,19.18,85.8,77.9,24.71,67.04,226.04
7/10/2014,19.27,85.67,77.66,24.85,66.68,224.14
7/11/2014,19.09,84.73,77.82,24.74,66.69,222.42
7/14/2014,19.19,85.84,79.05,24.36,66.68,224.66
7/15/2014,19.25,84.71,78.62,24.58,66.41,219.91
7/16/2014,19.58,86.69,79.44,24.68,66.84,225.69
7/17/2014,19.35,84.68,78.25,24.4,66.01,222.58
7/18/2014,19.47,84.76,78.57,24.7,66.48,223.1
7/21/2014,19.37,84.53,77.92,24.67,66.31,227.66
7/22/2014,19.44,86.02,78.32,24.59,66.98,229.17
7/23/2014,19.49,86.76,78.03,24.62,67.16,231.75
7/24/2014,19.46,86.25,77.38,24.68,67.77,232.28
7/25/2014,19.49,85.92,77.47,24.61,66.83,231.38
7/28/2014,19.49,85.19,76.75,24.9,67.37,227.5
7/29/2014,19.41,84.71,70.51,24.6,66.83,228.96
7/30/2014,19.64,84.63,69.9,24.09,66.09,227.12
7/31/2014,19.5,82.5,67.92,23.47,64.43,221.46
8/1/2014,19.36,80.7,67.18,23.46,63.94,216.46
8/4/2014,19.51,81.98,67.68,23.51,64.61,222.41
8/5/2014,19.26,79.74,67.5,23.15,63.71,209.98
8/6/2014,19.44,80.61,66.76,23.09,62.49,206.36
8/7/2014,19.46,79.59,66.72,23.49,62.03,205.71
8/8/2014,19.63,81.33,67.71,23.86,63.35,210.11
8/11/2014,20.38,80.8,67.93,23.72,63.02,208.84
8/12/2014,20.38,80.42,67.96,23.73,63.52,204.58
8/13/2014,20.62,80.89,68.69,23.94,64.82,204.89
8/14/2014,20.67,80.17,68.57,24.05,65.47,200.07
8/15/2014,20.75,80.62,68.11,24.1,66.45,203.01
8/18/2014,20.87,79.34,69,24.04,66.4,204.04
8/19/2014,20.92,79.91,69.2,24.33,67.2,203.17
8/20/2014,20.94,80.5,70.4,24.44,67.75,204.47
8/21/2014,21.01,80.98,70.05,24.5,67.66,205.95
8/22/2014,21.02,80.24,69.81,24.41,67.5,204.23
8/25/2014,20.99,80.8,70.29,24.54,68,208.08
8/26/2014,20.97,80.54,70,24.18,68.44,211.35
8/27/2014,21.15,81.03,69.77,24.22,68.91,206.05
8/28/2014,20.8,80.66,69.57,24.38,69.62,205.14
8/29/2014,20.86,81.22,69.81,24.61,70.2,208.65
9/2/2014,20.89,80.22,70.27,24.31,70.23,205.3
9/3/2014,21.02,80.9,69.81,24.4,70.85,205.94
9/4/2014,20.83,79.85,69.37,24.31,70.47,199.91
9/5/2014,20.91,80.35,69.17,24.48,70.94,202.11
9/8/2014,20.54,79.03,68.85,24.31,70.98,197.96
9/9/2014,20.68,78.96,68.23,23.93,70.1,199.38
9/10/2014,20.6,78.99,68.1,23.91,69.47,200.12
9/11/2014,20.46,79.38,67.78,24.04,69.33,203.62
9/12/2014,20.26,78.45,67.09,23.53,67.62,202.25
9/15/2014,20.25,79.4,67,23.55,67.38,202.62
9/16/2014,20.52,80.75,66.71,23.78,68.15,206.82
9/17/2014,20.66,80.64,66.36,23.82,68.38,205.44
9/18/2014,20.98,79.97,66.56,23.65,68.54,202.16
9/19/2014,20.69,80.56,66.37,23.79,68.41,200.68
9/22/2014,20.63,79.68,65.07,23.66,67.27,195.91
9/23/2014,20.59,78.91,65.14,23.64,66.46,197.36
9/24/2014,20.39,78.72,65.63,23.55,66.39,198.52
9/25/2014,19.87,77.57,64.45,23.29,65.64,194.69
9/26/2014,20.07,78.12,65.31,23.36,66.17,196.6
9/29/2014,19.83,77.84,64.69,23.4,66.07,201.96
9/30/2014,19.64,76.52,63.37,23.47,65.55,196.97
10/1/2014,19.54,75,62.68,23.57,64.72,189.82
10/2/2014,19.46,74.69,62.04,23.44,64.05,188.36
10/3/2014,19.59,74.77,63.15,23.56,64.25,186.38
10/6/2014,19.68,74.96,63.41,23.42,64.1,187.01
10/7/2014,19.49,73.91,61.69,23.26,62.61,183.03
10/8/2014,19.62,74.53,62.81,23.83,62.72,185.7
10/9/2014,19.39,71.44,59.52,23.4,58.8,178
10/10/2014,19.2,70.36,58.92,23.41,58.33,176.24
10/13/2014,19.07,68.07,58.27,23.2,55.15,168.03
10/14/2014,19.17,66.2,59.05,23.34,53.71,164.78
10/15/2014,19.07,66.25,58.97,22.96,54.48,171.58
10/16/2014,19.44,66.93,59.92,23.34,56.55,177.92
10/17/2014,19.82,68.08,61.44,23.56,57.36,178.68
10/20/2014,19.96,68.83,61.1,23.78,58.7,179.71
10/21/2014,20.34,70.59,62.9,23.88,61.11,185.94
10/22/2014,19.94,69.44,61.1,24.13,59.77,178.99
10/23/2014,20.34,70,62.74,24.45,60.46,183.94
10/24/2014,20.51,70.07,63.06,24.59,61.01,181.11
10/27/2014,21.01,68.83,62.55,24.52,60.41,176.45
10/28/2014,21.12,70.22,64.78,24.78,59.88,183.76
10/29/2014,20.88,70.75,65.92,24.65,59.37,186.1
10/30/2014,21.08,71.35,66.77,24.98,58.67,185.36
10/31/2014,21.39,72.15,68.39,25.06,58.94,189.06
11/3/2014,21.23,70.56,68.43,25.2,58.39,188.14
11/4/2014,21.01,68.77,67.91,25.24,56.5,180.91
11/5/2014,21.29,69.88,68.32,26.22,56.5,172.86
11/6/2014,21.12,71.32,69.06,25.99,55.95,174.83
11/7/2014,21.66,72.16,69.17,26.18,57.26,176.7
11/10/2014,21.98,71.6,69.38,26.4,56.19,171.86
11/11/2014,21.66,71.75,68.44,26.2,56.25,171.78
11/12/2014,21.78,71.2,67.64,25.77,56.46,170.41
11/13/2014,21.68,70.35,66.5,25.57,55.65,165.17
11/14/2014,21.67,71.41,66.94,25.46,55.92,170.63
11/17/2014,21.72,71.42,67.08,25.8,56.09,165.04
11/18/2014,21.79,71.67,67.41,25.84,56.48,166.96
11/19/2014,21.72,72.13,66.84,25.93,56.83,168.84
11/20/2014,21.36,73.21,67.36,25.77,57.35,172.54
11/21/2014,21.62,73.64,68.39,25.94,58.42,176.19
11/24/2014,21.57,73.33,69.07,25.81,58.04,171
11/25/2014,21.79,71.73,69.47,25.71,57.81,166.71
11/26/2014,21.86,70.83,69.21,25.8,57.46,160.81
11/28/2014,21.89,66.07,67.83,26.1,54.16,143.23
12/1/2014,21.75,67.77,67.19,26.2,51.95,144.84
12/2/2014,21.91,69.21,68.5,26.28,52.49,146.37
12/3/2014,21.94,70.8,70.21,26.1,53.22,150.73
12/4/2014,21.5,69.31,69.48,25.87,53.09,145.53
12/5/2014,21.74,67.85,69.41,25.73,52.5,143
12/8/2014,21.35,65.03,67.92,25.92,48.34,133.37
12/9/2014,21.43,64.96,68.5,26.15,48.42,136.33
12/10/2014,21,63.54,66.81,25.36,44.65,131.55
12/11/2014,21.17,63.61,66.83,25.62,45.67,130.6
12/12/2014,20.7,62.45,64.72,25.2,44.86,131.25
12/15/2014,20.85,61.69,64.4,25.17,44.32,132.17
12/16/2014,20.87,63.22,65.17,25.27,44.3,134.8
12/17/2014,21.12,66.94,64.88,25.78,47.49,144.8
12/18/2014,21.53,69.75,67.45,26.36,49.22,147.94
12/19/2014,21.5,70.98,69.16,26.47,49.54,152.7
12/22/2014,21.53,69.52,69.07,26.49,49.78,149.91
12/23/2014,21.68,71.05,69.39,26.58,50.38,152.44
12/24/2014,21.87,70.13,69.3,27,50.71,150.84
12/26/2014,21.84,69.88,69.43,27.32,49.86,151.24
12/29/2014,21.92,70.11,69.34,27.63,50.21,153.3
12/30/2014,22.02,69.93,68.77,26.96,49.96,150.07
12/31/2014,21.9,69.06,67.96,26.57,49.79,148.85
1/2/2015,21.98,68.92,67.93,26.67,49.92,149.89
1/5/2015,21.76,65.64,65.12,26.39,47.06,139.83
1/6/2015,21.53,62.93,64.39,26.49,45.1,139.46
1/7/2015,21.91,63.35,64.58,26.74,44.77,137.93
1/8/2015,22.52,64.93,66.89,26.9,45.26,141.41
1/9/2015,22.39,64.92,66.06,26.66,43.72,142.52
1/12/2015,22.38,63.07,65.48,26.59,41.1,134.93
1/13/2015,22.88,62.44,65.46,26.7,40.23,137.89
1/14/2015,22.69,62.62,64.24,26.86,42.32,142.23
1/15/2015,22.5,61.41,64.07,26.76,42.3,141.31
1/16/2015,22.54,63.08,64.59,27.06,42.89,149.97
1/20/2015,21.96,63.19,64.8,27.23,43.69,147.38
1/21/2015,22.12,64.54,65.82,27.47,45.37,152.94
1/22/2015,22.72,65.3,67.68,27.39,44.5,152.46
1/23/2015,22.74,64.65,67.01,27.37,44.06,152.86
1/26/2015,22.75,65.82,66.82,27.44,45.03,155.03
1/27/2015,22.74,65.54,65.02,27.81,44.69,155.12
1/28/2015,22.42,62.58,63.61,27.48,42.17,144.55
1/29/2015,22.56,62.82,64.19,27.92,43.03,146.26
1/30/2015,22.27,62.98,63.09,27.31,44.03,150.53
2/2/2015,22.74,65.77,64.4,27.52,45.19,157.12
2/3/2015,22.75,67.74,69.79,27.56,46.78,161.62
2/4/2015,22.56,65.87,68.48,27.36,45.47,157.51
2/5/2015,23.09,67.57,69.22,27.43,47.22,158.59
2/6/2015,22.83,67.49,70.05,26.45,46.88,156.65
2/9/2015,22.7,67.85,70.14,26.13,46.2,154.12
2/10/2015,22.95,67.99,70.74,26.96,46.13,153.12
2/11/2015,23.07,67.88,70.33,26.27,45.67,146.97
2/12/2015,23.36,68.04,71.65,26.34,47.28,148.14
2/13/2015,23.76,69.88,72.55,25.91,47.32,157.85
2/17/2015,23.99,69.47,72.13,25.86,48.51,157.66
2/18/2015,23.76,67.73,72.29,26.62,48.22,156.95
2/19/2015,23.56,67.42,72.12,26.36,47.5,160.16
2/20/2015,23.72,67.38,72.51,26.4,47.67,158.76
2/23/2015,24.09,66.92,71.64,26.5,47.42,156.2
2/24/2015,24.02,67.09,71.72,26.52,45.1,157.37
2/25/2015,24.11,67.53,71.55,25.95,45.39,160.35
2/26/2015,23.92,65.85,71.79,25.87,43.97,156.03
2/27/2015,23.71,65.2,71.01,25.87,44.26,152.52
3/2/2015,24.1,64.4,71,25.39,44.07,154.75
3/3/2015,23.67,64.78,70.44,25.49,45.23,159.5
3/4/2015,23.97,64.25,69.65,25.35,45.03,163.01
3/5/2015,23.99,63.33,69.35,25.53,45.99,160.44
3/6/2015,23.76,62.79,68.17,24.68,47.13,156.17
3/9/2015,23.51,61.97,68.5,24.73,46.99,153.21
3/10/2015,23.19,60.87,67.16,24.5,46.37,151.98
3/11/2015,23.16,61.3,66.57,24.5,46.11,153.14
3/12/2015,23.64,61.36,67.25,25.13,46.34,153.27
3/13/2015,23.26,61.64,66.64,25.15,44.87,154.64
3/16/2015,23.34,62.4,67.79,25.74,45.13,157
3/17/2015,23.45,62.01,67.68,25.82,45.78,156.52
3/18/2015,23.72,63.64,68.52,26.73,47.43,158.25
3/19/2015,23.34,62.76,67.58,26.37,46.42,158.74
3/20/2015,23.88,63.84,68.48,26.5,47.37,163.56
3/23/2015,23.69,63.23,68.06,26.44,48.62,159.01
3/24/2015,23.99,62.55,67.87,26.21,46.95,158
3/25/2015,23.53,63.05,66.81,25.86,47.06,162.05
3/26/2015,23.31,63.24,66.67,25.68,47.16,164.01
3/27/2015,23.4,62.93,66.7,25.89,47.05,163.61
3/30/2015,23.59,64,67.82,26.19,48.04,166.5
3/31/2015,23.42,62.26,67.94,26.01,48.24,163.51
4/1/2015,23.33,63.02,67.58,26.19,48.34,166.88
4/2/2015,23.92,63.18,67.68,26.19,48.07,170.94
4/6/2015,24.15,65.39,68.94,26.39,48.87,173.58
4/7/2015,24.22,65.79,68.56,26.07,48.45,171.86
4/8/2015,24.7,64.81,68.15,26.01,47.67,170.45
4/9/2015,25.13,67,68.55,26,48.08,174.59
4/10/2015,25.11,66.53,68.69,26.23,48.25,172.52
4/13/2015,25.05,66.34,68.34,25.94,47.65,172
4/14/2015,25.25,68.36,68.66,26.09,49.2,176.13
4/15/2015,25.33,69.4,69.74,26.05,51.07,179.94
4/16/2015,25.25,69.01,69.43,25.94,50.34,180.23
4/17/2015,25.06,67.69,69.11,25.79,49.54,177.93
4/20/2015,25.27,68.61,69.81,26.13,49.13,177.21
4/21/2015,24.22,68.02,69.35,25.85,48.06,173.57
4/22/2015,24.26,67.88,69.28,25.82,48.94,172.93
4/23/2015,24.26,68.26,69.1,26.07,49.26,175.16
4/24/2015,24.28,67.51,68.58,26.26,49.23,174.1
4/27/2015,24.18,67.06,69.38,25.96,48.57,171.41
4/28/2015,24.28,67.74,68.61,26.03,48.24,172.18
4/29/2015,24.06,68.06,69.54,25.68,48.59,174.83
4/30/2015,23.52,67.92,68.73,25.23,48.1,172.78
5/1/2015,23.66,67.44,70.52,25.47,48.66,171.56
5/4/2015,23.77,67.02,70.8,25.69,48.12,168.33
5/5/2015,23.27,67.2,71.41,25.04,47.95,163.05
5/6/2015,23.07,67.23,71.56,25.01,44.84,159.9
5/7/2015,23.37,66.62,71.25,25.15,43.92,159.57
5/8/2015,23.86,67.17,72.1,25.3,44.75,159.06
5/11/2015,23.86,65.28,72.27,25,43.38,152.99
5/12/2015,23.78,65.4,71.94,24.98,43.36,154.54
5/13/2015,23.71,65.39,72.81,25.05,44.51,151.89
5/14/2015,23.86,65.42,73.5,25.27,44.64,153.24
5/15/2015,23.94,65.76,73.32,25.54,45.69,154.67
5/18/2015,23.77,66.04,73.46,25.58,45.85,157.68
5/19/2015,23.82,65.12,72.8,25.63,45.11,152.97
5/20/2015,23.67,64.78,72.77,25.63,45.15,152.02
5/21/2015,23.82,65.58,73.4,25.54,45.09,156
5/22/2015,23.53,65.11,73.09,25.56,44.15,154.87
5/26/2015,23.47,63.84,72.01,25.26,43.65,153.2
5/27/2015,23.44,63.82,72.98,25.21,43.1,151.53
